Feature	Gain	Cover	Frequency
ctarjeta_master_debitos_automaticos_lag1	0.000101645652154816	0.000395887029252888	0.00021932325616079
Master_mpagado_delta1	0.000101050804093485	0.000530942648008865	0.000193004465421495
cseguro_vida	0.000100951085621296	0.000378870137927253	0.000175458604928632
mcheques_depositados	9.85129827225391e-05	0.000999754969149984	0.000280733767885812
Master_mconsumototal	9.81344803124865e-05	0.00017129001562452	0.000157912744435769
cliente_edad_delta1	9.5942119691669e-05	0.000182176449092839	0.000149139814189337
tmobile_app_delta1	9.52884982715626e-05	0.000529219250466996	0.000263187907392948
Master_mconsumosdolares_lag1	9.48493275401154e-05	0.000374210848762787	0.000263187907392948
ctarjeta_visa_delta1	9.3577918526815e-05	0.00178883477541423	0.00021932325616079
mprestamos_prendarios_lag1	9.32337963641189e-05	0.000427447250313609	0.000140366883942906
cseguro_vivienda	9.28176867411964e-05	0.000189896938584024	0.000166685674682201
catm_trx_other_lag1	9.26709736527431e-05	0.00142576427714483	0.000298279628378675
ccajas_consultas	9.2507696584773e-05	0.00066743597887778	0.000201777395667927
mcaja_ahorro_adicional_delta1	9.11447648798946e-05	0.00200998223148896	0.000263187907392948
catm_trx_other_delta1	8.83846073168234e-05	0.000218053796726673	0.000210550325914359
mprestamos_hipotecarios_lag1	8.24536725557883e-05	0.00173658319438312	0.000149139814189337
Master_mconsumosdolares_delta1	8.21353418731873e-05	0.000186993582718039	0.000289506698132243
mcheques_depositados_delta1	8.06038582189882e-05	0.00225587719743681	0.000289506698132243
ccajas_extracciones_lag1	7.90007474644966e-05	0.000709626337588223	0.000315825488871538
minversion1_pesos_delta1	7.80475006854401e-05	0.000164011214376399	0.000140366883942906
Visa_status_delta1	7.69295753371525e-05	0.000867967429022204	0.000298279628378675
Master_msaldodolares	7.68572575113728e-05	0.00191004827137833	0.000210550325914359
active_quarter	7.38983834778435e-05	4.84158915735205e-05	0.000131593953696474
Master_mpagado_lag1	7.27025143929314e-05	0.000164478455466049	0.000122821023450043
Master_status_delta1	7.05773996113103e-05	0.00022129609230246	0.000228096186407222
cprestamos_hipotecarios	7.00365995789024e-05	0.000570669727655613	4.38646512321581e-05
minversion1_pesos_lag1	6.56205892895128e-05	0.00187345590445178	0.000175458604928632
Master_msaldodolares_delta1	6.31182243164153e-05	0.00134115343063413	0.000166685674682201
cforex	5.88520767238648e-05	0.000160519145480394	0.000122821023450043
cforex_lag1	5.53978588589034e-05	0.000744778076461387	0.000157912744435769
Master_mpagosdolares	5.38809396174605e-05	8.71617572584768e-05	0.000184231535175064
ctarjeta_visa_lag1	5.21064022544504e-05	0.00200152009556462	0.00027196083763938
Master_mpagado	5.01244783480623e-05	0.0003306347277206	0.000149139814189337
cforex_buy	4.74343456947384e-05	0.000639879344056405	6.14105117250213e-05
ccajas_depositos	4.73282635962804e-05	0.000521716612421617	9.65022327107477e-05
cforex_sell_lag1	4.57107463585978e-05	0.00117022077118542	0.000122821023450043
ccheques_emitidos	4.45343517015463e-05	0.000798204397817905	9.65022327107477e-05
Master_mconsumototal_delta1	4.44412086994472e-05	0.000121641218387114	0.000114048093203611
active_quarter_delta1	4.43524922990043e-05	0.000117022061771487	7.01834419714529e-05
cforex_delta1	4.06935542623031e-05	0.00027047358148064	0.000114048093203611
Master_mpagosdolares_lag1	4.04657452882598e-05	5.26583547240311e-05	0.000131593953696474
mtarjeta_visa_descuentos_lag1	4.03041158954989e-05	0.000189689292929797	9.65022327107477e-05
mprestamos_prendarios_delta1	3.92227166604341e-05	0.0014835441743301	0.000149139814189337
cprestamos_hipotecarios_lag1	3.86033911126006e-05	0.00150562873995391	0.000114048093203611
cforex_sell	3.82236087208728e-05	0.000205643400696284	7.01834419714529e-05
Master_mconsumototal_lag1	3.52873798178136e-05	0.000276064590354504	0.000131593953696474
mprestamos_hipotecarios_delta1	3.48941210264694e-05	1.14056243391629e-05	6.14105117250213e-05
tpaquete7_lag1	3.36383579371287e-05	0.000951960403098371	0.000236869116653654
ctarjeta_visa_descuentos_delta1	3.32595418892819e-05	0.000670653872636108	9.65022327107477e-05
mforex_buy_delta1	3.26876514976083e-05	0.00143546254161461	0.000131593953696474
ctarjeta_master_debitos_automaticos	3.07358432794508e-05	0.000176951927892511	0.000114048093203611
Visa_delinquency_delta1	2.76652725580641e-05	4.00353252465382e-05	5.26375814785897e-05
ccajas_consultas_lag1	2.76151360650863e-05	0.000458789082781598	0.000149139814189337
