Feature	Gain	Cover	Frequency
ctarjeta_master_debitos_automaticos	3.19137352818211e-05	0.0055596197343342	0.00348258706467662
Master_mpagado	2.98354762309989e-05	0.000196468054829324	0.00149253731343284
ccajas_consultas	2.64583190843453e-05	0.00424970423237442	0.00497512437810945
mcaja_ahorro_adicional	2.61541274569658e-05	0.00646106939924576	0.00796019900497512
Master_msaldopesos	2.60857030278177e-05	0.0039966036826266	0.00597014925373134
tpaquete9	2.58329911677519e-05	0.000362715486869876	0.00199004975124378
Master_fultimo_cierre	2.52750415746184e-05	0.00234002385728865	0.00398009950248756
ccomisiones_mantenimiento	2.48261982502132e-05	0.00184087348073924	0.00348258706467662
tpaquete7	2.42618745737854e-05	0.00801723876822102	0.00597014925373134
ctransferencias_recibidas	2.08082305040686e-05	0.00106325355451655	0.0054726368159204
cpagodeservicios	2.04309147224852e-05	0.00339130705259105	0.00199004975124378
mdescubierto_preacordado	1.80127819553622e-05	0.00241520134053514	0.00199004975124378
mforex_sell	1.55834751781948e-05	0.00057296759170338	0.00248756218905473
Master_mpagosdolares	1.53036999753233e-05	0.0097584045977787	0.00398009950248756
mtarjeta_master_descuentos	1.41906527948699e-05	0.00063780703744673	0.00149253731343284
cmobile_app_trx	1.27109921947098e-05	9.38584983837294e-06	0.00099502487562189
cseguro_auto	1.0939064451687e-05	0.00024203703592867	0.00149253731343284
mprestamos_prendarios	8.80621513151144e-06	0.000449863329330518	0.00149253731343284
ccaja_seguridad	8.50046919476649e-06	0.00696362044602647	0.00298507462686567
cliente_vip	8.44506176248757e-06	0.00252826229015824	0.00199004975124378
mforex_buy	8.39943527110788e-06	0.0020781495783441	0.00199004975124378
Master_Finiciomora	7.68596279732597e-06	0.00154394962727747	0.00199004975124378
Visa_fultimo_cierre	7.45352355088324e-06	0.00113904315840467	0.00149253731343284
ctarjeta_master_trx	6.87443666386765e-06	0.000711760279409948	0.00099502487562189
tcallcenter	5.97505397462065e-06	0.000132490112211235	0.000497512437810945
ctarjeta_visa	5.6702155030509e-06	0.000804099811757033	0.00099502487562189
tcuentas	4.99100727628907e-06	0.000166678183603183	0.00099502487562189
cseguro_vida	4.61830922338708e-06	0.00010571550192351	0.00099502487562189
mcheques_emitidos	4.32841958906185e-06	0.0129429055580373	0.00248756218905473
tmobile_app	4.21447321632596e-06	0.000355959488677038	0.00199004975124378
thomebanking	3.88542910598091e-06	4.18282438449229e-05	0.00099502487562189
active_quarter	3.27903790919368e-06	0.000991998177603494	0.00099502487562189
mprestamos_hipotecarios	2.69921382744817e-06	0.000336802379707412	0.000497512437810945
Master_status	2.58669480973829e-06	0.000579927630110097	0.00099502487562189
ccajas_otras	2.37606756468236e-06	0.00137375741776862	0.000497512437810945
ccheques_depositados	1.95831409762301e-06	0.000127253080055042	0.000497512437810945
cseguro_vivienda	1.87691902998005e-06	0.000382280676267258	0.000497512437810945
cforex_buy	1.68850353070855e-06	7.8328770994151e-05	0.000497512437810945
mcajeros_propios_descuentos	1.63462804953747e-06	0.000433834836973683	0.00099502487562189
ccaja_ahorro	1.54597084599416e-06	0.00109814443108963	0.000497512437810945
Master_mconsumosdolares	1.24046230275715e-06	0.00177612471953539	0.000497512437810945
ccajeros_propios_descuentos	9.09102881360023e-07	0.00111548784926924	0.000497512437810945
Visa_status	7.23060592818399e-07	0.000796074230011178	0.000497512437810945
Master_msaldodolares	6.61803699513321e-07	0.00158888381660031	0.000497512437810945
