"LA IMPORTANCIA ESTA EN EL ORDEN QUE SALEN LAS VBLES - vendría a ser la ganancia total que ""genera"" el corte con esa variable"				
Feature	Gain	Cover	Frequency	
ccajas_consultas_lag1	4,01E+09	0.000296208057078738	0.00014885643234913	
ccajas_depositos_lag1	4,00E+09	0.000430346873255107	8,76E+09	
mprestamos_prendarios_delta1	3,99E+09	0.0020222429062283	0.000175125214528388	
cforex_lag1	3,93E+09	0.000489542441144489	0.000113831389443452	
mforex_buy_delta1	3,61E+09	0.00107638322504905	8,76E+09	
mcheques_emitidos_rechazados_lag1	3,39E+09	0.00017403818989185	4,38E+08	
Master_msaldodolares_delta1	3,38E+08	0.00109654712735087	0.000122587650169871	
Master_mconsumototal_delta1	3,33E+09	0.000209017979329613	0.000122587650169871	
cforex_buy	3,23E+09	0.00052843157650611	5,25E+09	
Master_delinquency_delta1	3,22E+09	9,52E+09	5,25E+09	
ctarjeta_master_debitos_automaticos_delta1	2,90E+09	0.000361082988537071	9,63E+09	
ccheques_emitidos	2,87E+09	0.00056523194897459	7,88E+09	
cinversion2	2,53E+09	0.00116372683214124	0.000113831389443452	
cforex_sell_delta1	2,47E+09	2,84E+09	3,50E+09	
mcheques_depositados_lag1	2,42E+09	0.000301270171582397	6,13E+09	
mtarjeta_master_descuentos_delta1	2,35E+09	0.000131792108710344	5,25E+09	
catm_trx_other_delta1	2,30E+09	7,12E+09	8,76E+09	
mcajeros_propios_descuentos_lag1	2,22E+09	0.000116137080597877	5,25E+09	
ccheques_emitidos_lag1	2,18E+09	0.000478700290597178	5,25E+09	
ctarjeta_visa_descuentos_delta1	1,99E+09	0.00012355170765715	5,25E+09	
Visa_madelantopesos	1,89E+09	2,50E+09	4,38E+08	
ccajas_depositos_delta1	1,89E+09	0.000233317855197503	7,88E+09	
cforex_sell	1,87E+09	3,11E+09	4,38E+08	
ccheques_depositados	1,78E+09	0.000278453725252563	5,25E+09	
ctarjeta_visa_descuentos_lag1	1,66E+09	0.000548681027496598	7,01E+09	
mtarjeta_visa_descuentos	1,65E+09	0.000147872970697207	8,76E+09	
tcuentas	1,64E+09	9,90E+09	3,50E+09	
cseguro_auto_lag1	1,54E+09	0.000238920301329411	3,50E+09	
active_quarter_delta1	1,52E+09	6,11E+09	2,63E+09	
cprestamos_hipotecarios_lag1	1,51E+09	0.000913087582588423	7,01E+09	
tpaquete7_delta1	1,45E+09	0.000432324346470221	6,13E+09	
cplazo_fijo_delta1	1,40E+09	7,38E+09	8,76E+08	
Visa_delinquency_delta1	1,39E+09	7,13E+08	2,63E+09	
ctarjeta_master_lag1	1,33E+09	0.000235269281892228	5,25E+09	
ccheques_depositados_lag1	1,31E+09	0.000397578441036656	3,50E+09	
minversion2_delta1	1,30E+09	0.000118396558954564	3,50E+09	
cplazo_fijo_lag1	1,19E+07	0.000170734177323077	4,38E+08	
ctarjeta_visa_descuentos	1,03E+09	0.000173914373441555	2,63E+09	
ccajas_otras_lag1	9,91E+08	0.000119816438038181	1,75E+09	
cforex_delta1	7,93E+08	4,55E+09	2,63E+09	
mforex_buy	7,46E+08	0.000346529628939479	2,63E+09	
mtarjeta_master_descuentos_lag1	7,35E+08	6,07E+09	1,75E+09	
cpagodeservicios_lag1	7,15E+08	0.000212010121098536	2,63E+09	
ccheques_emitidos_rechazados_lag1	6,63E+07	4,91E+09	8,76E+08	
Master_cadelantosefectivo	6,34E+08	4,43E+09	0.000122587650169871	
mcheques_emitidos	5,98E+08	0.00011716106784813	1,75E+09	
mtarjeta_master_descuentos	5,53E+07	9,02E+09	8,76E+08	
cinversion2_lag1	5,08E+08	1,34E+08	8,76E+08	
Visa_madelantodolares_lag1	3,32E+08	3,62E+08	1,75E+09	
Visa_cadelantosefectivo_lag1	3,23E+08	1,15E+08	8,76E+08	
Visa_madelantopesos_delta1	3,11E+08	2,17E+08	1,75E+09	
mcajeros_propios_descuentos_delta1	2,67E+06	4,82E+09	2,63E+09	
Master_cadelantosefectivo_lag1	2,58E+08	1,03E+09	4,38E+08	
ccajeros_propios_descuentos_lag1	1,36E+08	2,97E+08	8,76E+08	
Visa_cadelantosefectivo_delta1	1,29E+08	1,30E+08	8,76E+08	
Master_madelantopesos_lag1	1,55E+07	7,50E+08	4,38E+08	
Master_madelantopesos	1,20E+06	2,32E+09	0.000113831389443452	
Visa_cadelantosefectivo	2,93E+04	5,90E+07	1,75E+09	
Visa_madelantodolares	6,33E+02	2,65E+08	8,76E+08	
Master_madelantodolares	2,32E+01	2,33E+08	1,75E+09	
Master_cadelantosefectivo_delta1	3,80E-01	5,87E+08	8,76E+08	
